Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Availablity/Capacity,Credits,Academic Level
Fall 2022,Closed,CIS*1910*0105 (7192) Discrete Structures in Comp I,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; ROZH; Room 101LAB Wed 12:30PM - 02:20PM; MCKN; Room 235EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,P. Matsakis,0  /  29,0.50,Undergraduate
Fall 2022,Closed,CIS*1910*0106 (7193) Discrete Structures in Comp I,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; ROZH; Room 101LAB Fri 12:30PM - 02:20PM; MCKN; Room 235EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,P. Matsakis,0  /  29,0.50,Undergraduate
Fall 2022,Closed,CIS*1910*0107 (7194) Discrete Structures in Comp I,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; ROZH; Room 101LAB Fri 02:30PM - 04:20PM; MCKN; Room 235EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,P. Matsakis,0  /  29,0.50,Undergraduate
Fall 2022,Closed,CIS*1910*0108 (7195) Discrete Structures in Comp I,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; ROZH; Room 101LAB Thur 07:00PM - 08:50PM; MCKN; Room 235EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,P. Matsakis,0  /  29,0.50,Undergraduate
Fall 2022,Closed,CIS*1910*0109 (9441) Discrete Structures in Comp I,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; ROZH; Room 101LAB Wed 07:00PM - 08:50PM; MCKN; Room 234EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,P. Matsakis,0  /  29,0.50,Undergraduate
Fall 2022,Closed,CIS*1910*0110 (9442) Discrete Structures in Comp I,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; ROZH; Room 101LAB Wed 02:30PM - 04:20PM; MCKN; Room 238EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,P. Matsakis,0  /  29,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0101 (7196) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0102 (7197) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0103 (7198) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0104 (7199) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0105 (7200) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0106 (7201) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0107 (7202) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0108 (7203) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0109 (7204) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0110 (7205) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0201 (7206) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0202 (7207) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0203 (7208) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0204 (7209) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0205 (7210) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0206 (7211) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0207 (7212) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0208 (7213) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0209 (7214) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2030*0210 (7215) Structure/Applicat - Microcomp,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; AD-A; Room REMOTE ,G. Grewal,0  /  9,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0101 (7216) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; AD-S; Room VIRTUALLAB Wed 08:30AM - 10:20AM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0102 (7217) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; AD-S; Room VIRTUALLAB Tues 11:30AM - 01:20PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0103 (7218) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; AD-S; Room VIRTUALLAB Mon 12:30PM - 02:20PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0104 (7219) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; AD-S; Room VIRTUALLAB Fri 12:30PM - 02:20PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0105 (7220) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; AD-S; Room VIRTUALLAB Thur 08:30AM - 10:20AM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0106 (7221) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; AD-S; Room VIRTUALLAB Wed 07:00PM - 08:50PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0107 (7222) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; AD-S; Room VIRTUALLAB Mon 07:00PM - 08:50PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0201 (7223) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; AD-S; Room VIRTUALLAB Wed 08:30AM - 10:20AM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0202 (7224) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; AD-S; Room VIRTUALLAB Tues 11:30AM - 01:20PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0203 (7225) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; AD-S; Room VIRTUALLAB Mon 12:30PM - 02:20PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0204 (7226) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; AD-S; Room VIRTUALLAB Fri 12:30PM - 02:20PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0205 (7227) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; AD-S; Room VIRTUALLAB Thur 08:30AM - 10:20AM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0206 (7228) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; AD-S; Room VIRTUALLAB Wed 07:00PM - 08:50PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2430*0207 (7229) Object Oriented Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; AD-S; Room VIRTUALLAB Mon 07:00PM - 08:50PM; AD-S; Room VIRTUALEXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,J. McCuaig,0  /  17,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0101 (7230) Data Structures,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 113LAB Fri 12:30PM - 02:20PM; MACN; Room 118EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0102 (7231) Data Structures,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 113LAB Wed 03:30PM - 05:20PM; ROZH; Room 106EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0103 (7232) Data Structures,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 113LAB Mon 08:30AM - 10:20AM; ALEX; Room 028EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0105 (7234) Data Structures,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 113LAB Fri 08:30AM - 10:20AM; MCKN; Room 233EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0106 (7235) Data Structures,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 113LAB Mon 02:30PM - 04:20PM; MACN; Room 118EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0107 (7236) Data Structures,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 113LAB Tues 11:30AM - 01:20PM; ROZH; Room 106EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0108 (7237) Data Structures,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 113LAB Tues 07:00PM - 08:50PM; MACS; Room 129EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0109 (7238) Data Structures,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 113LAB Fri 02:30PM - 04:20PM; ROZH; Room 106EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0201 (7239) Data Structures,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 100LAB Fri 12:30PM - 02:20PM; MACN; Room 118EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0202 (7240) Data Structures,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 100LAB Wed 03:30PM - 05:20PM; ROZH; Room 106EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0203 (7241) Data Structures,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 100LAB Mon 08:30AM - 10:20AM; ALEX; Room 028EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0205 (7243) Data Structures,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 100LAB Fri 08:30AM - 10:20AM; MCKN; Room 233EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0206 (7244) Data Structures,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 100LAB Mon 02:30PM - 04:20PM; MACN; Room 118EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0207 (7245) Data Structures,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 100LAB Tues 11:30AM - 01:20PM; ROZH; Room 106EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0208 (7246) Data Structures,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 100LAB Tues 07:00PM - 08:50PM; MACS; Room 129EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Closed,CIS*2520*0209 (7247) Data Structures,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 100LAB Fri 02:30PM - 04:20PM; ROZH; Room 106EXAM Tues 11:30AM - 01:30PM; Room TBA Room TBA,C. Obimbo,0  /  14,0.50,Undergraduate
Fall 2022,Open,CIS*2750*0101 (7248) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; MCKN; Room 031LAB Tues 12:30PM - 02:20PM; THRN; Room 2420EXAM Fri 08:30AM - 10:30AM; Room TBA Room TBA,D. Nikitenko,1  /  30,0.75,Undergraduate
Fall 2022,Open,CIS*2750*0102 (7249) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; MCKN; Room 031LAB Mon 08:30AM - 10:20AM; THRN; Room 2420EXAM Fri 08:30AM - 10:30AM; Room TBA Room TBA,D. Nikitenko,13  /  30,0.75,Undergraduate
Fall 2022,Closed,CIS*3050*0101 (7250) Systems Programming,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; MCKN; Room 121LAB Mon 02:30PM - 03:20PM; MCKN; Room 029,D. Nikitenko,0  /  74,0.50,Undergraduate
Fall 2022,Closed,CIS*3090*0101 (7251) Parallel Programming,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ANNU; Room 156LAB Fri 11:30AM - 12:20PM; MCKN; Room 121,D. Nikitenko,0  /  74,0.50,Undergraduate
Fall 2022,Open,CIS*3130*0101 (7252) System Modeling and Sim,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; ANNU; Room 156LAB Fri 08:30AM - 10:20AM; MCKN; Room 029EXAM Fri 02:30PM - 04:30PM; Room TBA Room TBA,M. Wineberg,36  /  75,0.50,Undergraduate
